Player,Nation,Pos,Squad,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Playing Time Mn/MP,Playing Time Min%,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
Micky van de Ven,NED,DF,Tottenham Hotspur,25-014,31,31,"2,681",29.8,4,1,5,4,0,0,8,1,0.13,0.03,0.17,0.13,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15,6,40.0,0.50,0.20,0.27,0.67,86,87.6,86,28,0,N/a,1,1.00,38,43,-5,-0.17,+1.02,0,23,18,1,3,20,19,N/a,N/a,0
Mikel Merino,ESP,"MF,FW",Arsenal,29-315,21,10,"1,007",11.2,4,3,7,4,0,0,1,0,0.36,0.27,0.63,0.36,0.63,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21,8,38.1,1.88,0.71,0.19,0.50,48,32.0,77,5,11,22,2,2.19,22,9,+13,+1.16,+0.11,0,21,20,3,4,9,13,N/a,N/a,0
Mikkel Damsgaard,DEN,MF,Brentford,25-304,30,22,"1,889",21.0,4,4,8,4,0,0,0,0,0.19,0.19,0.38,0.19,0.38,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28,11,39.3,1.33,0.52,0.14,0.36,63,60.0,78,8,8,22,2,1.50,35,29,+6,+0.29,+0.50,0,18,21,3,88,21,29,N/a,N/a,0
Milos Kerkez,HUN,DF,Liverpool,22-177,30,25,"2,037",22.6,2,1,3,2,0,0,4,0,0.09,0.04,0.13,0.09,0.13,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,2,25.0,0.35,0.09,0.25,1.00,68,66.6,79,13,5,15,4,1.60,38,30,+8,+0.35,-0.09,0,19,23,4,75,13,26,N/a,N/a,0
Mohamed Salah,EGY,MF,Liverpool,33-322,25,22,"2,056",22.8,7,6,13,6,1,1,1,0,0.31,0.26,0.57,0.26,0.53,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,64,17,26.6,2.80,0.74,0.09,0.35,82,67.2,87,16,3,46,2,1.76,38,33,+5,+0.22,-0.50,0,10,16,14,107,3,12,N/a,N/a,0
Mohammed Kudus,GHA,"MF,FW",Tottenham Hotspur,25-274,19,19,"1,535",17.1,2,5,7,2,0,0,3,0,0.12,0.29,0.41,0.12,0.41,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26,9,34.6,1.52,0.53,0.08,0.22,81,50.2,81,8,0,N/a,0,1.37,22,20,+2,+0.12,+0.83,0,23,15,10,122,3,17,N/a,N/a,0
Moisés Caicedo,ECU,MF,Chelsea,24-182,29,28,"2,441",27.1,3,1,4,3,0,0,9,1,0.11,0.04,0.15,0.11,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26,7,26.9,0.96,0.26,0.12,0.43,84,79.8,86,23,1,45,1,1.38,46,39,+7,+0.26,+0.11,0,43,45,0,8,53,44,N/a,N/a,0
Morato,BRA,DF,Nottingham Forest,24-307,17,10,985,10.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,1,25.0,0.37,0.09,0.00,0.00,58,32.2,89,9,7,14,16,1.29,6,17,-11,-1.01,-1.31,0,11,7,1,1,8,16,N/a,N/a,0
Morgan Gibbs-White,ENG,MF,Nottingham Forest,26-096,34,33,"2,897",32.2,13,3,16,12,1,1,1,0,0.40,0.09,0.50,0.37,0.47,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,75,28,37.3,2.33,0.87,0.16,0.43,85,94.7,86,18,1,45,0,1.15,38,41,-3,-0.09,+0.46,0,24,39,5,38,10,15,N/a,N/a,0
Morgan Rogers,ENG,MF,Aston Villa,23-281,34,34,"3,010",33.4,9,5,14,9,0,0,6,0,0.27,0.15,0.42,0.27,0.42,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,79,31,39.2,2.36,0.93,0.11,0.29,89,98.4,89,29,0,N/a,0,1.71,46,42,+4,+0.12,-1.68,0,43,44,3,46,13,18,N/a,N/a,0
Murillo,BRA,DF,Nottingham Forest,23-303,25,25,"2,130",23.7,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,4,36.4,0.46,0.17,0.09,0.25,85,69.6,85,22,0,N/a,1,1.24,29,29,0,0.00,+0.39,0,23,7,0,2,29,23,N/a,N/a,2
Myles Lewis-Skelly,ENG,"DF,MF",Arsenal,19-219,17,3,511,5.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,0,0.0,0.35,0.00,0.00,N/a,30,16.2,83,2,14,19,17,2.41,13,7,+6,+1.06,-0.03,0,7,10,1,0,4,5,N/a,N/a,0
Nathan Aké,NED,DF,Manchester City,31-074,15,4,496,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,0,0.0,0.73,0.00,0.00,N/a,33,16.7,86,3,11,14,16,2.07,5,7,-2,-0.36,-1.78,0,2,6,1,4,4,6,N/a,N/a,0
Nathan Collins,IRL,DF,Brentford,25-003,32,29,"2,705",30.1,1,2,3,1,0,0,6,0,0.03,0.07,0.10,0.03,0.10,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19,6,31.6,0.63,0.20,0.05,0.17,85,85.9,90,29,3,32,3,1.38,43,38,+5,+0.17,+0.57,0,19,17,2,1,34,10,N/a,N/a,1
Nathan Patterson,SCO,DF,Everton,24-199,6,3,240,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,1,100.0,0.37,0.37,0.00,0.00,40,7.8,77,1,3,3,19,1.67,3,1,+2,+0.75,+0.81,0,2,2,1,6,2,4,N/a,N/a,0
Nathaniel Clyne,ENG,MF,Crystal Palace,35-028,8,6,495,5.5,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,0,0.0,0.55,0.00,0.00,N/a,62,16.7,69,0,2,41,21,1.25,5,9,-4,-0.73,-0.76,0,4,1,0,14,7,9,N/a,N/a,0
Nayef Aguerd,MAR,DF,West Ham United,30-034,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,0,0.0,1.00,0.00,0.00,N/a,90,5.7,90,2,0,N/a,0,0.00,1,8,-7,-3.50,-3.23,0,0,1,0,2,1,0,N/a,N/a,0
Neco Williams,WAL,DF,Nottingham Forest,25-020,33,33,"2,888",32.1,2,3,5,2,0,0,6,1,0.06,0.09,0.16,0.06,0.16,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,42,18,42.9,1.31,0.56,0.05,0.11,88,94.4,88,30,0,N/a,0,1.18,40,41,-1,-0.03,+1.54,0,26,49,4,124,40,54,N/a,N/a,0
Nick Pope,ENG,GK,Newcastle United,34-014,24,24,"2,146",23.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,34,1.43,105,73,69.5,9,4,11,7,29.2,2,2,0,0,0.0,1,1,100.0,0.04,0.04,0.00,0.00,89,68.1,89,23,0,N/a,6,1.29,33,34,-1,-0.04,+0.23,0,1,2,0,0,0,1,N/a,N/a,0
Nick Woltemade,GER,"FW,MF",Newcastle United,24-078,30,21,"1,692",18.8,7,3,10,6,1,1,0,0,0.37,0.16,0.53,0.32,0.48,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31,12,38.7,1.65,0.64,0.19,0.50,56,53.7,74,3,9,16,1,1.23,28,27,+1,+0.05,+0.36,0,20,19,8,3,4,12,N/a,N/a,1
Niclas Füllkrug,GER,FW,West Ham United,33-083,8,5,409,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,3,33.3,1.98,0.66,0.00,0.00,51,13.0,69,1,3,21,2,0.63,2,11,-9,-1.98,-1.75,0,11,1,2,0,2,1,N/a,N/a,0
Nico O’Reilly,ENG,"DF,MF",Manchester City,21-043,31,26,"2,376",26.4,5,3,8,5,0,0,4,0,0.19,0.11,0.30,0.19,0.30,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,36,14,38.9,1.36,0.53,0.14,0.36,77,80.0,86,19,5,27,1,2.23,56,21,+35,+1.33,+1.02,0,40,16,1,33,20,35,N/a,N/a,0
Nicolás Domínguez,ARG,MF,Nottingham Forest,27-309,23,14,990,11.0,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,5,31.3,1.45,0.45,0.06,0.20,43,32.4,62,1,9,14,4,1.26,12,17,-5,-0.45,-0.50,0,15,9,0,13,4,24,N/a,N/a,0
Nicolás González,ESP,MF,Manchester City,24-120,23,15,"1,405",15.6,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13,2,15.4,0.83,0.13,0.08,0.50,61,47.3,80,9,8,25,7,2.26,37,13,+24,+1.54,+0.79,0,28,18,0,2,23,28,N/a,N/a,0
Nicolò Savona,ITA,DF,Nottingham Forest,23-045,14,11,"1,028",11.4,2,0,2,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,3,60.0,0.44,0.26,0.40,0.67,73,33.6,85,9,3,31,4,0.93,13,18,-5,-0.44,-0.48,0,12,5,1,27,5,12,N/a,N/a,0
Nikola Milenković,SRB,DF,Nottingham Forest,28-203,34,34,"3,060",34.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15,1,6.7,0.44,0.03,0.00,0.00,90,100.0,90,34,0,N/a,0,1.15,41,45,-4,-0.12,N/a,0,18,19,1,2,29,18,N/a,N/a,1
Nilson Angulo,ECU,MF,Sunderland,22-318,5,3,256,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,2,66.7,1.05,0.70,0.00,0.00,51,8.1,78,0,2,11,0,0.80,1,4,-3,-1.05,-0.87,0,7,2,1,7,2,5,N/a,N/a,0
Noah Okafor,SUI,"FW,MF",Leeds United,25-344,28,19,"1,561",17.3,8,1,9,8,0,0,3,0,0.46,0.06,0.52,0.46,0.52,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,35,15,42.9,2.02,0.86,0.23,0.53,56,49.6,72,1,9,22,1,1.32,29,26,+3,+0.17,+0.63,0,18,14,0,36,12,15,N/a,N/a,0
Noah Sadiki,COD,MF,Sunderland,21-137,30,30,"2,633",29.3,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17,4,23.5,0.58,0.14,0.00,0.00,88,83.6,88,24,0,N/a,0,1.43,34,40,-6,-0.21,+0.32,0,28,35,1,17,32,25,N/a,N/a,0
Noni Madueke,ENG,"FW,MF",Arsenal,24-054,24,15,"1,118",12.4,2,1,3,2,0,0,0,0,0.16,0.08,0.24,0.16,0.24,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21,7,33.3,1.69,0.56,0.10,0.29,47,35.5,63,0,9,19,5,1.88,21,9,+12,+0.97,-0.19,0,15,15,4,76,4,10,N/a,N/a,0
Nordi Mukiele,FRA,DF,Sunderland,28-183,29,29,"2,514",27.9,3,3,6,3,0,0,5,0,0.11,0.11,0.21,0.11,0.21,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21,4,19.0,0.75,0.14,0.14,0.75,87,79.8,87,26,0,N/a,1,1.28,29,38,-9,-0.32,-0.32,0,28,22,3,77,32,44,N/a,N/a,1
Noussair Mazraoui,MAR,"DF,MF",Manchester Utd,28-170,18,9,822,9.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,0,0.0,0.55,0.00,0.00,N/a,46,26.9,70,2,9,22,4,2.00,16,10,+6,+0.66,+0.34,0,12,13,0,12,9,12,N/a,N/a,0
Ola Aina,NGA,DF,Nottingham Forest,29-207,18,18,"1,588",17.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,1,8.3,0.68,0.06,0.00,0.00,88,51.9,88,15,0,N/a,0,1.39,27,19,+8,+0.45,+1.19,0,13,15,0,39,26,21,N/a,N/a,0
Oleksandr Zinchenko,UKR,DF,Nottingham Forest,29-139,5,4,353,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,2,50.0,1.02,0.51,0.00,0.00,71,11.5,86,3,1,10,3,0.20,1,6,-5,-1.27,-1.31,0,1,2,1,18,2,6,N/a,N/a,0
Oliver Scarles,ENG,"DF,MF",West Ham United,20-142,13,9,659,7.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,0,0.0,0.41,0.00,0.00,N/a,51,20.9,69,4,4,9,14,0.85,8,16,-8,-1.09,-0.80,0,7,7,1,35,13,19,N/a,N/a,0
Oliver Sonne,PER,DF,Burnley,25-174,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,1,33.3,1.60,0.53,0.33,1.00,24,5.4,73,0,6,16,3,0.71,3,4,-1,-0.53,+0.52,0,4,0,0,5,1,1,N/a,N/a,0
Olivier Boscagli,FRA,DF,Brighton,28-166,12,9,802,8.9,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.11,0.00,0.00,N/a,67,25.5,85,7,3,13,23,1.08,11,10,+1,+0.11,-0.19,0,7,10,0,15,16,11,N/a,N/a,0
Ollie Watkins,ENG,FW,Aston Villa,30-124,33,30,"2,538",28.2,11,2,13,11,0,0,3,0,0.39,0.07,0.46,0.39,0.46,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,70,30,42.9,2.48,1.06,0.16,0.37,77,82.9,81,10,3,33,0,1.76,39,33,+6,+0.21,+0.39,0,32,30,19,6,5,13,N/a,N/a,0
Omar Alderete,PAR,DF,Sunderland,29-128,31,30,"2,686",29.8,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23,9,39.1,0.77,0.30,0.04,0.11,87,85.3,88,26,1,38,1,1.35,30,40,-10,-0.34,-0.53,0,33,9,5,11,33,17,N/a,N/a,0
Omar Marmoush,EGY,"FW,MF",Manchester City,27-085,17,7,572,6.4,1,3,4,1,0,0,2,0,0.16,0.47,0.63,0.16,0.63,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24,7,29.2,3.78,1.10,0.04,0.14,34,19.3,63,0,10,13,6,2.06,9,5,+4,+0.63,-0.61,0,10,18,6,12,2,7,N/a,N/a,0
Omari Hutchinson,ENG,MF,Nottingham Forest,22-185,27,15,"1,504",16.7,1,4,5,1,0,0,1,0,0.06,0.24,0.30,0.06,0.30,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24,11,45.8,1.44,0.66,0.04,0.09,56,49.2,79,8,12,27,5,1.19,22,19,+3,+0.18,+0.58,0,20,23,6,124,9,8,N/a,N/a,0
Oscar Bobb,NOR,"MF,FW",Manchester City,22-295,9,5,468,5.2,0,1,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,0,0.0,0.77,0.00,0.00,0.00,52,15.8,78,2,4,20,4,1.67,10,5,+5,+0.96,-0.19,0,5,9,0,5,3,5,N/a,N/a,0
Pablo,BRA,"MF,FW",West Ham United,22-121,11,9,726,8.1,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,2,20.0,1.24,0.25,0.00,0.00,66,23.0,76,2,2,20,1,1.55,11,10,+1,+0.12,+0.76,0,20,6,0,2,5,11,N/a,N/a,0
Pape Matar Sarr,SEN,MF,Tottenham Hotspur,23-231,23,13,"1,356",15.1,2,3,5,2,0,0,2,0,0.13,0.20,0.33,0.13,0.33,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,6,37.5,1.06,0.40,0.13,0.33,59,44.3,89,11,10,21,2,1.00,20,22,-2,-0.13,+0.29,0,26,13,3,7,13,21,N/a,N/a,0
Pascal Groß,GER,MF,Brighton,34-322,16,15,"1,366",15.2,1,3,4,1,0,0,2,0,0.07,0.20,0.26,0.07,0.26,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13,5,38.5,0.86,0.33,0.08,0.20,85,43.4,90,13,1,20,0,1.56,19,13,+6,+0.40,+0.24,0,16,12,4,101,9,16,N/a,N/a,0
Pascal Struijk,NED,DF,Leeds United,26-265,32,31,"2,791",31.0,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30,5,16.7,0.97,0.16,0.00,0.00,87,88.6,90,30,1,9,2,1.22,42,44,-2,-0.06,+0.69,0,24,21,5,2,29,22,N/a,N/a,0
Patrick Dorgu,DEN,MF,Manchester Utd,21-189,22,14,"1,335",14.8,3,3,6,3,0,0,5,0,0.20,0.20,0.40,0.20,0.40,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20,7,35.0,1.35,0.47,0.15,0.43,61,43.6,86,10,8,17,2,1.59,18,20,-2,-0.13,-0.97,0,19,42,7,54,14,30,N/a,N/a,0
Pau Torres,ESP,DF,Aston Villa,29-107,19,17,"1,568",17.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7,0,0.0,0.40,0.00,0.00,N/a,83,51.2,88,14,2,38,9,1.79,24,17,+7,+0.40,+0.52,0,7,5,0,4,11,13,N/a,N/a,1
Pedro Lima,BRA,MF,Wolves,19-306,6,2,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,0,0.0,1.01,0.00,0.00,N/a,30,5.7,65,0,4,12,9,0.33,0,4,-4,-2.01,-0.98,0,4,1,0,9,3,3,N/a,N/a,0
Pedro Neto,POR,MF,Chelsea,26-055,32,28,"2,479",27.5,5,4,9,5,0,0,4,1,0.18,0.15,0.33,0.18,0.33,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,44,12,27.3,1.60,0.44,0.11,0.42,77,81.0,82,16,4,46,0,1.41,42,30,+12,+0.44,+1.06,1,16,23,6,178,6,10,N/a,N/a,0
Pedro Porro,ESP,DF,Tottenham Hotspur,26-232,30,28,"2,436",27.1,1,2,3,1,0,0,8,0,0.04,0.07,0.11,0.04,0.11,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27,7,25.9,1.00,0.26,0.04,0.14,81,79.6,86,22,2,21,0,1.10,35,36,-1,-0.04,+1.26,0,28,23,1,205,25,39,N/a,N/a,0
Phil Foden,ENG,MF,Manchester City,25-340,28,21,"1,832",20.4,7,3,10,7,0,0,4,0,0.34,0.15,0.49,0.34,0.49,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,51,17,33.3,2.51,0.84,0.14,0.41,65,61.7,83,12,7,13,3,2.07,45,16,+29,+1.42,+0.79,0,17,27,2,105,9,13,N/a,N/a,0
Piero Hincapié,ECU,DF,Arsenal,24-114,23,19,"1,683",18.7,1,2,3,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,1,50.0,0.11,0.05,0.50,1.00,73,53.4,85,14,4,17,4,2.26,39,18,+21,+1.12,+0.08,0,18,14,1,31,24,25,N/a,N/a,1
Quilindschy Hartman,NED,DF,Burnley,24-170,21,21,"1,825",20.3,0,5,5,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,3,33.3,0.44,0.15,0.00,0.00,87,57.9,87,16,0,N/a,7,0.52,18,40,-22,-1.08,-0.13,0,13,3,1,74,32,31,N/a,N/a,0
Radu Drăgușin,ROU,DF,Tottenham Hotspur,24-089,9,5,516,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,0,0.0,0.70,0.00,0.00,N/a,57,16.9,90,4,4,17,8,1.00,6,13,-7,-1.22,-1.11,0,9,1,0,3,16,3,N/a,N/a,0
Randal Kolo Muani,FRA,"FW,MF",Tottenham Hotspur,27-149,26,18,"1,422",15.8,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17,3,17.6,1.08,0.19,0.06,0.33,55,46.5,68,3,8,26,2,0.73,14,28,-14,-0.89,-1.11,0,37,14,1,11,2,15,N/a,N/a,0
Rayan,BRA,MF,Bournemouth,19-273,11,9,793,8.8,3,2,5,3,0,0,1,0,0.34,0.23,0.57,0.34,0.57,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18,6,33.3,2.04,0.68,0.17,0.50,72,25.9,83,2,2,24,0,1.73,10,9,+1,+0.11,+0.15,0,6,5,0,21,4,4,N/a,N/a,0
Rayan Aït-Nouri,ALG,DF,Manchester City,24-331,15,11,870,9.7,0,2,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,2,22.2,0.93,0.21,0.00,0.00,58,29.3,75,6,4,10,7,2.00,20,9,+11,+1.14,+0.02,0,13,9,0,19,13,20,N/a,N/a,0
Rayan Cherki,FRA,MF,Manchester City,22-259,28,17,"1,557",17.3,4,10,14,4,0,0,1,0,0.23,0.58,0.81,0.23,0.81,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,46,12,26.1,2.66,0.69,0.09,0.33,56,52.4,77,4,11,22,1,2.14,34,15,+19,+1.10,-0.05,0,16,31,1,70,7,15,N/a,N/a,0
Raúl Jiménez,MEX,FW,Fulham,34-363,34,27,"2,146",23.8,9,3,12,5,4,4,5,0,0.38,0.13,0.50,0.21,0.34,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,70,18,25.7,2.94,0.75,0.07,0.28,63,68.1,75,10,7,16,0,1.41,33,29,+4,+0.17,+0.71,0,45,33,20,7,7,19,N/a,N/a,0
